"A","Bilanca odhodkov","",""
"413","Drugi tekoči domači transferi","656635 656635 656635 100,0 100,0",""
"4285","Spodbude za zaposlovanje in delo invalidov","868350 0 0 0,0 -",""
"410","Subvencije","868350 0 0 0,0 -",""
"3577","Zaposlitvena rehabilitacija invalidov","2778395 2924875 2905672 104,6 99,3",""
"402","Izdatki za blago in storitve","80258 87697 82581 102,9 94,2",""
"411","Transferi posameznikom in gospodinjstvom","478848 644848 642987 134,3 99,7",""
"412","Transferi neprofitnim organizacijam in ustanovam","470924 451404 451404 95,9 100,0",""
"413","Drugi tekoči domači transferi","1748365 1740926 1728699 98,9 99,3",""
"3591","EQUAL - sredstva EU","1991259 1991259 844285 42,4 42,4",""
"400","Plače in drugi izdatki zaposlenim","53001 54201 42535 80,3 78,5",""
"401","Prispevki delodajalcev za socialno varnost","8611 8611 5896 68,5 68,5",""
"402","Izdatki za blago in storitve","72860 71660 28622 39,3 39,9",""
"410","Subvencije","657810 657810 264508 40,2 40,2",""
"412","Transferi neprofitnim organizacijam in ustanovam","620129 620129 327953 52,9 52,9",""
"413","Drugi tekoči domači transferi","578848 578848 174772 30,2 30,2",""
"3587","ESS - sredstva EU za ukrep 2.2.","1011166 1810785 1404015 138,9 77,5",""
"410","Subvencije","1010968 1810587 1403828 138,9 77,5",""
"411","Transferi posameznikom in gospodinjstvom","198 198 187 94,7 94,7",""
"3590","EQUAL - lastna udeležba","663753 663753 281371 42,4 42,4",""
"400","Plače in drugi izdatki zaposlenim","17667 18067 14179 80,3 78,5",""
"401","Prispevki delodajalcev za socialno varnost","2870 2870 1966 68,5 68,5",""
"402","Izdatki za blago in storitve","24286 23886 9482 39,0 39,7",""
"410","Subvencije","219270 219270 88169 40,2 40,2",""
"412","Transferi neprofitnim organizacijam in ustanovam","206710 206710 109318 52,9 52,9",""
"413","Drugi tekoči domači transferi","192950 192950 58257 30,2 30,2",""
"410","Subvencije","336989 603530 467943 138,9 77,5",""
"411","Transferi posameznikom in gospodinjstvom","65 65 63 96,2 96,5",""
"6885","Enake možnosti in socialna vključenost - ESS - 07-13 - EU","8111323 8111323 0 0,0 0,0",""
"402","Izdatki za blago in storitve","2082500 2082500 0 0,0 0,0",""
"411","Transferi posameznikom in gospodinjstvom","4159900 4159900 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","1868923 1868923 0 0,0 0,0",""
"9408","Enake možnosti in socialna vključenost ESS - 07-13 - slovenska udeležba","1431410 702026 0 0,0 0,0",""
"402","Izdatki za blago in storitve","267500 177500 0 0,0 0,0",""
"411","Transferi posameznikom in gospodinjstvom","588000 280000 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","575910 244526 0 0,0 0,0",""
"10032607","Kreiranje novih delovnih mest in povečanje prilagodljivosti podjetij","30406956 26632099 10934195 36,0 41,1",""
"3595","Spodbude delodajalcem za odpiranje novih delovnih mest in zaposlovanje težje zaposljivih oseb","12705482 7500482 6308196 49,7 84,1",""
"410","Subvencije","12705482 7220894 6054615 47,7 83,9",""
"411","Transferi posameznikom in gospodinjstvom","0 37000 32517 - 87,9",""
"412","Transferi neprofitnim organizacijam in ustanovam","0 242588 221064 - 91,1",""
"410","Subvencije","1095698 750000 137500 12,6 18,3",""
"3648","ESS - sredstva EU za ukrep 2.4.","853887 3408268 3366374 394,2 98,8",""
"410","Subvencije","853887 3408268 3366374 394,2 98,8",""
"3647","Lastna udeležba - Ukrep 2.4.ESS","284629 1136089 1122125 394,2 98,8",""
"410","Subvencije","284629 1136089 1122125 394,2 98,8",""
"6935","Konkurenčnost in zaposljivost - 07-13 - EU","6688975 6688975 0 0,0 0,0",""
"410","Subvencije","2857562 2857562 0 0,0 0,0",""
"411","Transferi posameznikom in gospodinjstvom","2295000 2295000 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","1536413 1536413 0 0,0 0,0",""
"9235","Razvoj zaposlitvenih možnosti - ESS - 07-13 - EU","5015000 5015000 0 0,0 0,0",""
"410","Subvencije","2507500 4250000 0 0,0 0,0",""
"411","Transferi posameznikom in gospodinjstvom","1354050 306000 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","1153450 459000 0 0,0 0,0",""
"9234","Štipendijske sheme - ESS - 07-13 - EU","1532550 1532550 0 0,0 0,0",""
"402","Izdatki za blago in storitve","22950 22950 0 0,0 0,0",""
"411","Transferi posameznikom in gospodinjstvom","1509600 1509600 0 0,0 0,0",""
"9405","Konkurenčnost in zaposljivost ESS - 07-13 - slovenska udeležba","1075285 270285 0 0,0 0,0",""
"410","Subvencije","495000 45000 0 0,0 0,0",""
"411","Transferi posameznikom in gospodinjstvom","333000 135000 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","247285 90285 0 0,0 0,0",""
"9247","Razvoj zaposlitvenih možnosti - ESS - 07-13 - slovenska udeležba","885000 60000 0 0,0 0,0",""
"410","Subvencije","442500 0 0 0,0 -",""
"411","Transferi posameznikom in gospodinjstvom","238950 24000 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","203550 36000 0 0,0 0,0",""
"9246","Štipendijske sheme - ESS - 07-13 - slovenska udeležba","270450 270450 0 0,0 0,0",""
"402","Izdatki za blago in storitve","4050 4050 0 0,0 0,0",""
"411","Transferi posameznikom in gospodinjstvom","266400 266400 0 0,0 0,0",""
"18","KULTURA, ŠPORT IN NEVLADNE ORGANIZACIJE","2908428 3845013 3823365 131,5 99,4",""
"1802","Ohranjanje kulturne dediščine","1337268 2273853 2252205 168,4 99,1",""
"18022601","Urejanje in nadzor na področju kulturne dediščine","6556 6266 6137 93,6 97,9",""
"2200","Komisija Vlade Republike Slovenije za reševanje vprašanj prikritih grobišč","6556 6266 6137 93,6 97,9",""
"402","Izdatki za blago in storitve","6556 6266 6137 93,6 97,9",""
"18022602","Ohranjanje, obnova in gradnja spomenikov","1330712 2267587 2246067 168,8 99,1",""
"2202","Investicijsko vzdrževanje grobišč v RS in tujini","25563 17320 17320 67,8 100,0",""
"420","Nakup in gradnja osnovnih sredstev","25563 17320 17320 67,8 100,0",""
"6661","Grobišča - Teharje, Kočevski Rog, Tezno pri Mariboru in druga tovrstna grobišča","243430 239288 239288 98,3 100,0",""
"420","Nakup in gradnja osnovnih sredstev","243430 239288 239288 98,3 100,0",""
"1415","Projekt ""Posočje - POT MIRU""","38837 38837 38837 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","38837 38837 38837 100,0 100,0",""
"1404","Spominska obeležja iz vojne za Slovenijo 1991","31092 25196 25196 81,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","31092 25196 25196 81,0 100,0",""
"402","Izdatki za blago in storitve","914566 1830897 1818503 198,8 99,3",""
"412","Transferi neprofitnim organizacijam in ustanovam","0 3404 3404 - 100,0",""
"413","Drugi tekoči domači transferi","0 30533 30533 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","6000 7832 7826 130,4 99,9",""
"7198","Vzdrževanje grobov v tujini","67902 68102 63963 94,2 93,9",""
"402","Izdatki za blago in storitve","67902 68102 63963 94,2 93,9",""
"8924","Intervencijsko vzdrževanje - Dutovlje - donacija","3322 6179 1197 36,0 19,4",""
"402","Izdatki za blago in storitve","3322 6179 1197 36,0 19,4",""
"1804","Podpora posebnim skupinam","1571160 1571160 1571160 100,0 100,0",""
"18042601","Programi veteranskih organizacij","1571160 1571160 1571160 100,0 100,0",""
"4542","Društvo TIGR","50000 50000 50000 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","50000 50000 50000 100,0 100,0",""
"6442","Nova slovenska zaveza","50075 50075 50075 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","50075 50075 50075 100,0 100,0",""
"6181","Združenje SEVER","120000 120000 120000 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","120000 120000 120000 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","12519 12519 12519 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","8346 8346 8346 100,0 100,0",""
"6847","Zveza društev izgnancev Slovenije 1941-1945","43282 43282 43282 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","43282 43282 43282 100,0 100,0",""
"6846","Zveza društev mobiliziranih Slovencev v nemško vojsko","28376 28376 28376 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","28376 28376 28376 100,0 100,0",""
"7874","Zveza društev vojnih invalidov Slovenije","41729 41729 41729 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","41729 41729 41729 100,0 100,0",""
"1432","Zveza koroških partizanov in prijateljev protifašističnega odpora Celovec","15857 15857 15857 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","15857 15857 15857 100,0 100,0",""
"6180","Zveza veteranov vojne za Slovenijo","550000 550000 550000 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","550000 550000 550000 100,0 100,0",""
"1421","Zveza vojnih invalidov NOV v Trstu","108496 108496 108496 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","108496 108496 108496 100,0 100,0",""
"4904","Zveza združenj borcev NOV","542480 542480 542480 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","542480 542480 542480 100,0 100,0",""
"19","IZOBRAŽEVANJE","120266812 113430276 109671471 91,2 96,7",""
"1901","Urejanje izobraževalnega sistema","337400 337400 337399 100,0 100,0",""
"19012601","Urejanje izobraževalnega sistema","337400 337400 337399 100,0 100,0",""
"7868","Stroški izvajanja študentske prehrane","337400 337400 337399 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","337400 337400 337399 100,0 100,0",""
"1905","Drugi izobraževalni programi","1081205 1135623 1135603 105,0 100,0",""
"19052601","Izobraževanje odraslih","1081205 1135623 1135603 105,0 100,0",""
"3244","Premije KDPZ - Zavodi za poklicno izobraževanje in izobraževanje odraslih","8236 9001 8981 109,1 99,8",""
"413","Drugi tekoči domači transferi","8236 9001 8981 109,1 99,8",""
"5511","Razvoj nacionalne kvalifikacijske strukture","764267 770720 770720 100,8 100,0",""
"402","Izdatki za blago in storitve","106644 106644 106644 100,0 100,0",""
"413","Drugi tekoči domači transferi","657623 664076 664076 101,0 100,0",""
"413","Drugi tekoči domači transferi","308702 355901 355901 115,3 100,0",""
"1906","Pomoči šolajočim","118848207 111957253 108198470 91,0 96,6",""
"19062601","Študijske pomoči","13564001 12753393 12711919 93,7 99,7",""
"5629","Subvencioniranje študentske prehrane","13564001 12753393 12711919 93,7 99,7",""
"411","Transferi posameznikom in gospodinjstvom","13564001 12753393 12711919 93,7 99,7",""
"19062602","Štipendije","105284206 99203860 95486550 90,7 96,3",""
"7486","Javni sklad Republike Slovenije za razvoj kadrov in štipendije","1729600 1905659 1505424 87,0 79,0",""
"411","Transferi posameznikom in gospodinjstvom","1348440 1468000 1162290 86,2 79,2",""
"413","Drugi tekoči domači transferi","381160 327659 233134 61,2 71,2",""
"432","Investicijski transferi proračunskim uporabnikom","0 110000 110000 - 100,0",""
"7054","Republiške štipendije","103554606 97298200 93981126 90,8 96,6",""
"402","Izdatki za blago in storitve","285221 32725 29018 10,2 88,7",""
"411","Transferi posameznikom in gospodinjstvom","103269385 97265476 93952108 91,0 96,6",""
"20","SOCIALNO VARSTVO","927123236 952823353 947298264 102,2 99,4",""
"2001","Urejanje in nadzor sistema socialnega varstva","16235991 16020451 14287292 88,0 89,2",""
"20012601","Urejanje in nadzor sistema socialnega varstva","16235991 16020451 14287292 88,0 89,2",""
"3011","Plače","6823305 6938783 6892900 101,0 99,3",""
"400","Plače in drugi izdatki zaposlenim","5685421 5857012 5820815 102,4 99,4",""
"401","Prispevki delodajalcev za socialno varnost","926318 941596 932788 100,7 99,1",""
"402","Izdatki za blago in storitve","211566 140175 139297 65,8 99,4",""
"3335","Materialni stroški","1571680 1669215 1646319 104,8 98,6",""
"402","Izdatki za blago in storitve","1571680 1669215 1646319 104,8 98,6",""
"2910","Investicije in investicijsko vzdrževanje državnih organov","91000 113918 112938 124,1 99,1",""
"420","Nakup in gradnja osnovnih sredstev","91000 113918 112938 124,1 99,1",""
"5907","Stroški izvajanja investicij v javne zavode","30045 30045 17801 59,3 59,3",""
"402","Izdatki za blago in storitve","8136 16545 13036 160,2 78,8",""
"420","Nakup in gradnja osnovnih sredstev","21909 13500 4765 21,8 35,3",""
"6185","Delo organov in komisij","10729 5359 2359 22,0 44,0",""
"402","Izdatki za blago in storitve","10729 5359 2359 22,0 44,0",""
"5813","Družinski pomočnik - poračun občinam","465615 1478033 1478033 317,4 100,0",""
"413","Drugi tekoči domači transferi","465615 1478033 1478033 317,4 100,0",""
"6205","Evropsko leto enakih možnosti žensk in moških","51127 17740 17740 34,7 100,0",""
"402","Izdatki za blago in storitve","51127 17740 17740 34,7 100,0",""
"6193","Informatizacija ministrstva","370933 415933 381222 102,8 91,7",""
"402","Izdatki za blago in storitve","175969 74785 47561 27,0 63,6",""
"420","Nakup in gradnja osnovnih sredstev","194964 341148 333661 171,1 97,8",""
"1279","Inštitut RS za socialno varstvo","265055 262396 261395 98,6 99,6",""
"413","Drugi tekoči domači transferi","263712 261007 260007 98,6 99,6",""
"432","Investicijski transferi proračunskim uporabnikom","1343 1389 1388 103,4 100,0",""
"4428","Izobraževanje zaposlenih","63754 57243 55743 87,4 97,4",""
"402","Izdatki za blago in storitve","63754 57243 55743 87,4 97,4",""
"2386","Javna pooblastila Skupnosti centrov za socialno delo Slovenije","43943 42119 42095 95,8 99,9",""
"413","Drugi tekoči domači transferi","43943 42119 42095 95,8 99,9",""
"2384","Javna pooblastila Skupnosti socialnih zavodov Slovenije","122876 122876 90942 74,0 74,0",""
"413","Drugi tekoči domači transferi","122876 122876 90942 74,0 74,0",""
"7172","Mednarodno sodelovanje","1476741 1059504 854965 57,9 80,7",""
"402","Izdatki za blago in storitve","1476741 1059504 854965 57,9 80,7",""
"5792","Premije KDPZ - IRSSV","2408 2465 2464 102,3 100,0",""
"413","Drugi tekoči domači transferi","2408 2465 2464 102,3 100,0",""
"7190","Priznanja socialnega varstva","36565 36565 20716 56,7 56,7",""
"402","Izdatki za blago in storitve","13995 13995 8071 57,7 57,7",""
"411","Transferi posameznikom in gospodinjstvom","22570 22570 12645 56,0 56,0",""
"6204","Projekti socialnega vključevanja","21324 4194 4194 19,7 100,0",""
"402","Izdatki za blago in storitve","21324 4194 4194 19,7 100,0",""
"2487","Raziskave, razvoj","131081 156339 156249 119,2 99,9",""
"402","Izdatki za blago in storitve","131081 156339 156249 119,2 99,9",""
"5905","Seznanjanje javnosti s pravicami s področja socialne varnosti","35554 6333 6333 17,8 100,0",""
"402","Izdatki za blago in storitve","35554 6333 6333 17,8 100,0",""
"4076","Socialna zbornica","221997 221917 221917 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","221997 221917 221917 100,0 100,0",""
"5553","Sofinanciranje Inštituta Antona Trstenjaka za gerontologijo in medgeneracijsko sožitje","92158 92158 92158 100,0 100,0",""
"402","Izdatki za blago in storitve","92158 92158 92158 100,0 100,0",""
"7089","Sofinanciranje tiska in drugih projektov","41624 73906 70080 168,4 94,8",""
"410","Subvencije","8812 7006 6180 70,1 88,2",""
"412","Transferi neprofitnim organizacijam in ustanovam","27094 63900 63900 235,9 100,0",""
"413","Drugi tekoči domači transferi","5718 3000 0 0,0 0,0",""
"1435","Spodbujanje socialnega dialoga","11376 0 0 0,0 -",""
"402","Izdatki za blago in storitve","11376 0 0 0,0 -",""
"4077","Strokovno usposabljanje delavcev socialnega varstva","95620 73680 73680 77,1 100,0",""
"402","Izdatki za blago in storitve","95620 73680 73680 77,1 100,0",""
"7870","Stroški izvajanja vojnih zakonov","117348 114155 99539 84,8 87,2",""
"402","Izdatki za blago in storitve","117348 114155 99539 84,8 87,2",""
"1439","Stroški izvajanja zakona o socialnem varstvu","159329 87930 62850 39,5 71,5",""
"402","Izdatki za blago in storitve","159329 87930 62850 39,5 71,5",""
"1444","Stroški vodenja upravnega postopka","8569 16945 16885 197,0 99,6",""
"402","Izdatki za blago in storitve","8569 16945 16885 197,0 99,6",""
"2198","Vzdrževanje in razvoj informacijskih sistemov socialnega varstva in družinskih prejemkov","2385703 1756634 1084919 45,5 61,8",""
"402","Izdatki za blago in storitve","1810590 1132234 630181 34,8 55,7",""
"420","Nakup in gradnja osnovnih sredstev","575113 624400 454738 79,1 72,8",""
"402","Izdatki za blago in storitve","807532 458332 457110 56,6 99,7",""
"7503","ELEM - donacija EK","24000 14822 14822 61,8 100,0",""
"402","Izdatki za blago in storitve","24000 14822 14822 61,8 100,0",""
"7817","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 4144 2344 - 56,6",""
"420","Nakup in gradnja osnovnih sredstev","0 4144 2344 - 56,6",""
"4328","Prodaja in zamenjava premoženja socialno varstvenih zavodov","357000 380351 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","357000 380351 0 0,0 0,0",""
"7946","Osnovna sredstva - sredstva odškodnine","0 6415 6415 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","0 6415 6415 - 100,0",""
"9271","PROGRESS - socialno varstvo - 07-13 - EU","240000 240000 0 0,0 0,0",""
"402","Izdatki za blago in storitve","240000 240000 0 0,0 0,0",""
"9287","PROGRESS - socialno varstvo - 07-13 - slovenska udeležba","60000 60000 40164 66,9 66,9",""
"402","Izdatki za blago in storitve","60000 60000 40164 66,9 66,9",""
"2002","Varstvo otrok in družine","592699204 620065297 618543283 104,4 99,8",""
"20022601","Družinski prejemki in starševska nadomestila","581574408 608962379 607506966 104,5 99,8",""
"3560","Drugi družinski prejemki","32203968 33545899 33531140 104,1 100,0",""
"411","Transferi posameznikom in gospodinjstvom","32203968 33545899 33531140 104,1 100,0",""
"411","Transferi posameznikom in gospodinjstvom","273540400 276598564 275706554 100,8 99,7",""
