"A","Bilanca odhodkov","",""
"1003","Aktivna politika zaposlovanja","124009112 123999463 96237918 77,6 77,6",""
"10032605","Povečanje zaposljivosti","78754661 78754661 61833553 78,5 78,5",""
"411","Transferi posameznikom in gospodinjstvom","1850200 1820000 1067564 57,7 58,7",""
"412","Transferi neprofitnim organizacijam in ustanovam","4338400 4560000 2758624 63,6 60,5",""
"432","Investicijski transferi proračunskim uporabnikom","191400 0 0 0,0 -",""
"3551","Spodbude za zaposlitev brezposelnih oseb","23902000 23902000 19888716 83,2 83,2",""
"410","Subvencije","23662980 23886000 19879738 84,0 83,2",""
"412","Transferi neprofitnim organizacijam in ustanovam","239020 16000 8978 3,8 56,1",""
"4282","Usposabljanje in izobraževanje za zaposlitev","27661749 27661749 20474005 74,0 74,0",""
"410","Subvencije","0 12785699 7868018 - 61,5",""
"411","Transferi posameznikom in gospodinjstvom","9128377 7025600 5675779 62,2 80,8",""
"412","Transferi neprofitnim organizacijam in ustanovam","18533372 7850450 6930208 37,4 88,3",""
"402","Izdatki za blago in storitve","338372 196574 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","793745 935543 300523 37,9 32,1",""
"6849","Spodbujanje zaposljivosti ESS - 07-13 - EU","16217158 16217158 14624021 90,2 90,2",""
"402","Izdatki za blago in storitve","8500 8500 0 0,0 0,0",""
"410","Subvencije","12697096 12054921 11689947 92,1 97,0",""
"411","Transferi posameznikom in gospodinjstvom","2319859 3417286 2756163 118,8 80,7",""
"412","Transferi neprofitnim organizacijam in ustanovam","1191703 736452 177911 14,9 24,2",""
"9248","Reforma institucij ESS - 07-13 - slovenska udeležba","199785 199785 53034 26,6 26,6",""
"402","Izdatki za blago in storitve","59712 34689 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","140073 165096 53034 37,9 32,1",""
"6998","Spodbujanje zaposljivosti ESS - 07-13 - slovenska udeležba","2861852 2861852 2580710 90,2 90,2",""
"402","Izdatki za blago in storitve","1500 1500 0 0,0 0,0",""
"410","Subvencije","2240665 2127340 2062932 92,1 97,0",""
"411","Transferi posameznikom in gospodinjstvom","409387 603050 486382 118,8 80,7",""
"412","Transferi neprofitnim organizacijam in ustanovam","210301 129962 31396 14,9 24,2",""
"9269","PROGRESS - trg dela in zaposlovanje - 07-13 - EU","300000 300000 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","300000 300000 0 0,0 0,0",""
"9285","PROGRESS - trg dela in zaposlovanje - 07-13 - slovenska udeležba","100000 100000 86358 86,4 86,4",""
"402","Izdatki za blago in storitve","0 21500 20484 - 95,3",""
"412","Transferi neprofitnim organizacijam in ustanovam","100000 78500 65874 65,9 83,9",""
"10032606","Zagotavljanje socialne vključenosti","7246799 7237150 5127819 70,8 70,9",""
"7025","Pospeševanje zaposlovanja invalidnih oseb","1322689 1313040 974031 73,6 74,2",""
"402","Izdatki za blago in storitve","0 2244 2244 - 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","1322689 1310796 971787 73,5 74,1",""
"6216","Sklad RS za vzpodbujanje zaposlovanja invalidov","673051 673051 673051 100,0 100,0",""
"413","Drugi tekoči domači transferi","673051 673051 673051 100,0 100,0",""
"3577","Zaposlitvena rehabilitacija invalidov","3790279 3790279 3358041 88,6 88,6",""
"402","Izdatki za blago in storitve","129600 129600 90439 69,8 69,8",""
"411","Transferi posameznikom in gospodinjstvom","770000 770000 679901 88,3 88,3",""
"412","Transferi neprofitnim organizacijam in ustanovam","601473 601473 536879 89,3 89,3",""
"413","Drugi tekoči domači transferi","2289206 2289206 2050822 89,6 89,6",""
"6885","Enake možnosti in socialna vključenost - ESS - 07-13 - EU","1241663 1241663 104291 8,4 8,4",""
"411","Transferi posameznikom in gospodinjstvom","682915 682915 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","558748 558748 104291 18,7 18,7",""
"9408","Enake možnosti in socialna vključenost ESS - 07-13 - slovenska udeležba","219117 219117 18404 8,4 8,4",""
"411","Transferi posameznikom in gospodinjstvom","120514 120514 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","98603 98603 18404 18,7 18,7",""
"10032607","Kreiranje novih delovnih mest in povečanje prilagodljivosti podjetij","38007652 38007652 29276547 77,0 77,0",""
"3595","Spodbude delodajalcem za odpiranje novih delovnih mest in zaposlovanje težje zaposljivih oseb","5636825 6567500 6426438 114,0 97,9",""
"410","Subvencije","5129511 5625000 5504164 107,3 97,9",""
"411","Transferi posameznikom in gospodinjstvom","56368 70956 63724 113,1 89,8",""
"412","Transferi neprofitnim organizacijam in ustanovam","450946 871544 858550 190,4 98,5",""
"410","Subvencije","1283175 352500 352500 27,5 100,0",""
"3648","ESS - sredstva EU za ukrep 2.4.","1687500 1687500 1684125 99,8 99,8",""
"410","Subvencije","1687500 1687500 1684125 99,8 99,8",""
"3647","Lastna udeležba - Ukrep 2.4.ESS","562500 562500 561375 99,8 99,8",""
"410","Subvencije","562500 562500 561375 99,8 99,8",""
"6935","Konkurenčnost in zaposljivost - 07-13 - EU","9945000 5813575 1486411 15,0 25,6",""
"410","Subvencije","9860000 1503022 1436050 14,6 95,5",""
"411","Transferi posameznikom in gospodinjstvom","8500 170000 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","76500 4140553 50361 65,8 1,2",""
"9235","Razvoj zaposlitvenih možnosti - ESS - 07-13 - EU","10455000 14586425 13937223 133,3 95,6",""
"410","Subvencije","10251000 14382425 13929276 135,9 96,9",""
"411","Transferi posameznikom in gospodinjstvom","8500 8500 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","195500 195500 7948 4,1 4,1",""
"9234","Štipendijske sheme - ESS - 07-13 - EU","4112004 4112004 1790657 43,6 43,6",""
"402","Izdatki za blago in storitve","907400 894481 345987 38,1 38,7",""
"411","Transferi posameznikom in gospodinjstvom","3204604 3217523 1444670 45,1 44,9",""
"9405","Konkurenčnost in zaposljivost ESS - 07-13 - slovenska udeležba","1755000 1025925 262308 15,0 25,6",""
"410","Subvencije","1740000 265239 253421 14,6 95,5",""
"411","Transferi posameznikom in gospodinjstvom","1500 30000 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","13500 730686 8887 65,8 1,2",""
"410","Subvencije","1809000 2538075 2458107 135,9 96,9",""
"411","Transferi posameznikom in gospodinjstvom","1500 1500 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","34500 34500 1403 4,1 4,1",""
"9246","Štipendijske sheme - ESS - 07-13 - slovenska udeležba","725648 725648 315999 43,6 43,6",""
"402","Izdatki za blago in storitve","160130 157850 61057 38,1 38,7",""
"411","Transferi posameznikom in gospodinjstvom","565518 567798 254943 45,1 44,9",""
"1004","Interventni ukrepi","155619661 124221661 46498699 29,9 37,4",""
"10042601","Interventni ukrepi","155619661 124221661 46498699 29,9 37,4",""
"9532","Delno povračilo nadomestila plače","47619661 47619661 6749996 14,2 14,2",""
"410","Subvencije","47619661 47619661 6749996 14,2 14,2",""
"9455","Delno subvencioniranje polnega delovnega časa","53000000 53000000 25456995 48,0 48,0",""
"410","Subvencije","53000000 53000000 25456995 48,0 48,0",""
"9546","Posebni dodatek za socialno ogrožene","15000000 15000000 13799708 92,0 92,0",""
"411","Transferi posameznikom in gospodinjstvom","15000000 15000000 13799708 92,0 92,0",""
"9539","Ukrepi shem pomoči male vrednosti","40000000 8602000 492000 1,2 5,7",""
"410","Subvencije","40000000 8602000 492000 1,2 5,7",""
"18","KULTURA, ŠPORT IN NEVLADNE ORGANIZACIJE","2431915 2288391 2063276 84,8 90,2",""
"1802","Ohranjanje kulturne dediščine","971721 828197 603082 62,1 72,8",""
"18022601","Urejanje in nadzor na področju kulturne dediščine","4558 3874 1323 29,0 34,2",""
"2200","Komisija Vlade Republike Slovenije za reševanje vprašanj prikritih grobišč","4558 3874 1323 29,0 34,2",""
"402","Izdatki za blago in storitve","4558 3874 1323 29,0 34,2",""
"18022602","Ohranjanje, obnova in gradnja spomenikov","967163 824323 601759 62,2 73,0",""
"2202","Investicijsko vzdrževanje grobišč v RS in tujini","21202 31386 28797 135,8 91,8",""
"402","Izdatki za blago in storitve","11202 20136 17547 156,6 87,1",""
"412","Transferi neprofitnim organizacijam in ustanovam","7500 11250 11250 150,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","2500 0 0 0,0 -",""
"6661","Grobišča - Teharje, Kočevski Rog, Tezno pri Mariboru in druga tovrstna grobišča","279984 279984 108930 38,9 38,9",""
"420","Nakup in gradnja osnovnih sredstev","257349 219394 70975 27,6 32,4",""
"432","Investicijski transferi proračunskim uporabnikom","22635 60590 37955 167,7 62,6",""
"1415","Projekt ""Posočje - POT MIRU""","39808 39808 39808 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","39808 39808 39808 100,0 100,0",""
"1404","Spominska obeležja iz vojne za Slovenijo 1991","25495 25495 25495 100,0 100,0",""
"413","Drugi tekoči domači transferi","0 25495 25495 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","25495 0 0 0,0 -",""
"7197","Vzdrževanje grobov v Republiki Sloveniji","583209 419122 379323 65,0 90,5",""
"402","Izdatki za blago in storitve","443209 340182 307005 69,3 90,3",""
"410","Subvencije","0 11640 11640 - 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","0 7500 7500 - 100,0",""
"413","Drugi tekoči domači transferi","120000 32800 32800 27,3 100,0",""
"420","Nakup in gradnja osnovnih sredstev","20000 27000 20378 101,9 75,5",""
"7198","Vzdrževanje grobov v tujini","14232 23546 19406 136,4 82,4",""
"402","Izdatki za blago in storitve","14232 23546 19406 136,4 82,4",""
"8924","Intervencijsko vzdrževanje - Dutovlje - donacija","3233 4982 0 0,0 0,0",""
"402","Izdatki za blago in storitve","3233 4982 0 0,0 0,0",""
"1804","Podpora posebnim skupinam","1460194 1460194 1460194 100,0 100,0",""
"18042601","Programi veteranskih organizacij","1460194 1460194 1460194 100,0 100,0",""
"4542","Društvo TIGR","54000 54000 54000 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","54000 54000 54000 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","46194 46194 46194 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","117000 117000 117000 100,0 100,0",""
"1416","Združenje žrtev okupatorjev 1941-1945 Kranj","11549 11549 11549 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","11549 11549 11549 100,0 100,0",""
"4124","Zveza društev invalidov vojn Slovenije","7700 7700 7700 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","7700 7700 7700 100,0 100,0",""
"6847","Zveza društev izgnancev Slovenije 1941-1945","39928 39928 39928 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","39928 39928 39928 100,0 100,0",""
"6846","Zveza društev mobiliziranih Slovencev v nemško vojsko","26175 26175 26175 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","26175 26175 26175 100,0 100,0",""
"7874","Zveza društev vojnih invalidov Slovenije","38495 38495 38495 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","38495 38495 38495 100,0 100,0",""
"1432","Zveza koroških partizanov in prijateljev protifašističnega odpora Celovec","14628 14628 14628 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","14628 14628 14628 100,0 100,0",""
"6180","Zveza veteranov vojne za Slovenijo","504000 504000 504000 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","504000 504000 504000 100,0 100,0",""
"1421","Zveza vojnih invalidov NOV v Trstu","100087 100087 100087 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","100087 100087 100087 100,0 100,0",""
"4904","Zveza združenj borcev za vrednote NOB Slovenije","500438 500438 500438 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","500438 500438 500438 100,0 100,0",""
"19","IZOBRAŽEVANJE","127411888 117794467 112115360 88,0 95,2",""
"1901","Urejanje izobraževalnega sistema","337399 337399 337398 100,0 100,0",""
"19012601","Urejanje izobraževalnega sistema","337399 337399 337398 100,0 100,0",""
"7868","Stroški izvajanja študentske prehrane","337399 337399 337398 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","337399 337399 337398 100,0 100,0",""
"1905","Drugi izobraževalni programi","1147183 1171375 1111566 96,9 94,9",""
"19052601","Izobraževanje odraslih","1147183 1171375 1111566 96,9 94,9",""
"3244","Premije KDPZ - Zavodi za poklicno izobraževanje in izobraževanje odraslih","9696 9696 9029 93,1 93,1",""
"413","Drugi tekoči domači transferi","9696 9696 9029 93,1 93,1",""
"5511","Razvoj nacionalne kvalifikacijske strukture","792224 802872 780712 98,6 97,2",""
"402","Izdatki za blago in storitve","106899 106899 106729 99,8 99,8",""
"413","Drugi tekoči domači transferi","685325 695973 673983 98,3 96,8",""
"8663","Vseživljenjsko učenje","345263 358806 321826 93,2 89,7",""
"413","Drugi tekoči domači transferi","345263 358806 321826 93,2 89,7",""
"1906","Pomoči šolajočim","125927306 116285693 110666395 87,9 95,2",""
"19062601","Študijske pomoči","13490398 13490398 12866127 95,4 95,4",""
"5629","Subvencioniranje študentske prehrane","13490398 13490398 12866127 95,4 95,4",""
"411","Transferi posameznikom in gospodinjstvom","13490398 13490398 12866127 95,4 95,4",""
"19062602","Štipendije","112436908 102795295 97800268 87,0 95,1",""
"7486","Javni sklad Republike Slovenije za razvoj kadrov in štipendije","1483962 2216349 1971224 132,8 88,9",""
"411","Transferi posameznikom in gospodinjstvom","1231104 1518459 1273428 103,4 83,9",""
"413","Drugi tekoči domači transferi","252858 582505 582411 230,3 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","0 115385 115385 - 100,0",""
"7054","Štipendije: državne, Zoisove in nagrade za trajnostni razvoj","110952946 100578946 95829044 86,4 95,3",""
"402","Izdatki za blago in storitve","200000 200000 124828 62,4 62,4",""
"411","Transferi posameznikom in gospodinjstvom","110752946 100378946 95704216 86,4 95,3",""
"20","SOCIALNO VARSTVO","1018065708 1040103573 1024020344 100,6 98,5",""
"2001","Urejanje in nadzor sistema socialnega varstva","15827684 15940067 14278693 90,2 89,6",""
"20012601","Urejanje in nadzor sistema socialnega varstva","15827684 15940067 14278693 90,2 89,6",""
"3011","Plače","6980921 7204890 7144749 102,4 99,2",""
"400","Plače in drugi izdatki zaposlenim","6039246 6213444 6157588 102,0 99,1",""
"401","Prispevki delodajalcev za socialno varnost","941675 991446 987161 104,8 99,6",""
"3335","Materialni stroški","1603360 1726538 1698263 105,9 98,4",""
"402","Izdatki za blago in storitve","1603360 1726538 1698263 105,9 98,4",""
"2910","Investicije in investicijsko vzdrževanje državnih organov","83103 89723 89007 107,1 99,2",""
"420","Nakup in gradnja osnovnih sredstev","83103 89723 89007 107,1 99,2",""
"5907","Stroški izvajanja investicij v javne zavode","27177 36826 16017 58,9 43,5",""
"402","Izdatki za blago in storitve","15676 15676 11193 71,4 71,4",""
"420","Nakup in gradnja osnovnih sredstev","11501 21150 4825 42,0 22,8",""
"9398","Stvarno premoženje - sredstva od obremenitve s stavbno ali služnostno pravico","0 21831 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 21831 0 - 0,0",""
"6185","Delo organov in komisij","12600 16300 10613 84,2 65,1",""
"402","Izdatki za blago in storitve","12600 16300 10613 84,2 65,1",""
"5813","Družinski pomočnik - poračun občinam","1317000 995437 849820 64,5 85,4",""
"413","Drugi tekoči domači transferi","1317000 995437 849820 64,5 85,4",""
"6193","Informatizacija ministrstva","364969 352349 303782 83,2 86,2",""
"402","Izdatki za blago in storitve","185969 166589 143434 77,1 86,1",""
"420","Nakup in gradnja osnovnih sredstev","179000 185760 160348 89,6 86,3",""
"1279","Inštitut RS za socialno varstvo","251325 263961 259139 103,1 98,2",""
"413","Drugi tekoči domači transferi","250202 262838 258024 103,1 98,2",""
"432","Investicijski transferi proračunskim uporabnikom","1123 1123 1115 99,3 99,3",""
"4428","Izobraževanje zaposlenih","69620 39620 39289 56,4 99,2",""
"402","Izdatki za blago in storitve","69620 39620 39289 56,4 99,2",""
"9512","Izvajanje zakona o duševnem zdravju","137500 132500 9828 7,2 7,4",""
"402","Izdatki za blago in storitve","137500 132500 9828 7,2 7,4",""
"2386","Javna pooblastila Skupnosti centrov za socialno delo Slovenije","57378 57378 56533 98,5 98,5",""
"413","Drugi tekoči domači transferi","57378 57378 56533 98,5 98,5",""
"2384","Javna pooblastila Skupnosti socialnih zavodov Slovenije","249948 249948 229369 91,8 91,8",""
"413","Drugi tekoči domači transferi","249948 107948 97148 38,9 90,0",""
"420","Nakup in gradnja osnovnih sredstev","0 142000 132221 - 93,1",""
"7172","Mednarodno sodelovanje","827866 862866 593507 71,7 68,8",""
"402","Izdatki za blago in storitve","827866 862866 593507 71,7 68,8",""
"5792","Premije KDPZ - IRSSV","1884 2638 2638 140,0 100,0",""
"413","Drugi tekoči domači transferi","1884 2638 2638 140,0 100,0",""
"7190","Priznanja socialnega varstva","33731 33731 22049 65,4 65,4",""
"402","Izdatki za blago in storitve","13297 13297 9313 70,0 70,0",""
"411","Transferi posameznikom in gospodinjstvom","20434 20434 12736 62,3 62,3",""
"402","Izdatki za blago in storitve","32490 20490 0 0,0 0,0",""
"2487","Raziskave, razvoj","129598 112460 96960 74,8 86,2",""
"402","Izdatki za blago in storitve","129598 112460 96960 74,8 86,2",""
"5905","Seznanjanje javnosti","5000 0 0 0,0 -",""
"402","Izdatki za blago in storitve","5000 0 0 0,0 -",""
"4076","Socialna zbornica","223671 225014 225014 100,6 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","223671 225014 225014 100,6 100,0",""
